note	book	page	result	score	quote
Yeşilköy (Ayastefanos).md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 644	unmatched	0	Yeşilköy Deniz Banyoları Emval-i Gayr-ı Menkule Şirketi (Societe Immobiliere des
Yeşilköy (Ayastefanos).md	Osmanlı Piyadesi 1914-1918 (David Nicolle)	p. 63	unmatched	0	Osmanlı ordusunun bu savaştaki diğer yönleriyle ilgilenenler Beşiktaş'taki Deniz
Yunanistan.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 71	unmatched	70	1SO'likler listesine ahndi, Romanya'da, 1talya'da, Yunanistan'da ve Suriye'de ya
Yunanistan.md	Şahbaba (Murat Bardakçı)	p. 686	updated		Yarın", 20.7.1928'den: Albayrak, 254). → Yarın", 20.7.1928'den: Albayrak, 254)
Yunanistan.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 135	unmatched	0	Tarımsal verimlilikte ortaya çıkan bu verim artışını açıklamak için belirtilebil
Yunanistan.md	Osmanlı Piyadesi 1914-1918 (David Nicolle)	p. 46	unmatched	0	Bu harekatların çoğu tarafsız Yunanistan'ın gı.rtştiğ1 gayriD.iza baskınlara kar
Yıldız Sarayı.md	Osmanlı Arap Coğrafyası ve Avrupa Emperyalizmi (Ali Akyıldız)	p. 488	unmatched	0	MISIR MESELESi 475 sına nazaran Yıldız'dan müdevver evrakta 1257 fermanına merbu
Yıldız Sarayı.md	Şahbaba (Murat Bardakçı)	p. 353	updated		 (2) Hükümdarın sadece doktoru değil, bir yerde sırdaşı gibiydi. İngilizlere de  → 2) Hükümdarın sadece doktoru değil, bir yerde sırdaşı gibiydi. İngilizlere de ya
Çanakkale and Gelibolu.md	Şahbaba (Murat Bardakçı)	p. 127	unmatched	0	Sultan, baynda Gelibolu kahramam Mustafa Kemal Pqsa'nzn bulundugu bir heyetin Ti
Çanakkale and Gelibolu.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 60	unmatched	0	Tehcirin bazı vilayetlere ve livalara göre dağılımı Ġzmit Mustasarrıflığı Livası
Çanakkale and Gelibolu.md	Osmanlı Piyadesi 1914-1918 (David Nicolle)	p. 9	unmatched	0	18 Mart Çanakkale Boğazı'ru geçmeye çalışan İtilaf donanması püskürtüldü, Mart a
Çanakkale and Gelibolu.md	Arap İsyanı 1916-1918 (David Murphy)	p. 81	unmatched	0	Sağ kolunu Çanakkale Selerl'nde kaybeden Gouraud 1923'e kadar yüksek komiserliği
Üsküdar.md	Enver (Murat Bardakçı)	p. 37	unmatched	0	1 !l l H'in 1 Kasım gecesi idi ve saat dokuz buçuğa geliyordu. . . l" ı ı rnlüiy
Üsküdar.md	Şahbaba (Murat Bardakçı)	p. 709	updated		UZEL, Nezih: "ingiliz i}gal Ordusu istihbarat Sube Ba'kanz John Godolphin Bennet → UZEL, Nezih: “Ingiliz İşgal Ordusu İstihbarat Şube Başkani John Godolphin Bennet
Üsküdar.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 12	unmatched	0	…aniçe Or (Ur) Kapusu Özi Rahova Rusçuk Semirzaıfan Sohum, Sohumkale Rusça (tran
Üsküdar.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 640	unmatched	0	Üsküdar ve Kadı Karyesi Osmanlı Anonim Su Şirketi 4. Yafa - Kudüs-Ü Şerif Demiry
Üsküdar.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 163	unmatched	0	Beicanting llRl§'A: Luomashi !illll Weilian Jl.Ki-$ Kaisating M-fli�iJ HEliiJR:S
Üsküp.md	Balkan Harbi'nde Ulaştırma (Bülent Durgun)	p. 101	unmatched	0	Kolordu Üsküp veya Komanova 2 Komanova-Köstendil Manasıır Manastır Müfrezesi Man
Üsküp.md	Balkan Harbi'nde Ulaştırma (Bülent Durgun)	p. 117	unmatched	0	MENZIL TEŞKILATI VE KURULUŞLAR 1 05 Korunacak Hat Tümen Gümülcine DedeağaçSeliln
İran.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 185	updated		Maama%h bii hep lii.yle yegine q:are biraj*' evvel kendi kendimize terü.ki eirr. → olacak, yegane çare biran evvel kendi kendimize terakki etmektir. Yoksa, bugün I
İran.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 225	updated		Bira* gilli, Ogle yecut'kinden otunarke:n Iran Sefaret'tnden yemekili olmnyucngu → ben de ögle yemeğinden sonra otururken Iran Sefaretinden yemeğin olmayacagina da
İran.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 114	updated		Gergekle9mesinde Adnan Saygun'un önemli payl Olan bu kongreye Azerbeycan, Cezayi → etkinliklerin daha sık yapılmasının gereği". can, Cezayir, Fas, Iran, Libya, Mac
İran.md	Bir Amerikan Diplomatının İstanbul Anıları (Samuel S. Cox)	p. 512	updated		Ne Doğu’ya ne de İran’a özgü bir ayın bu. Bir kızın, eşime New Mexico’dan yazdiğ → Ne Doğu’ya ne de İran’a özgü bir ayın bu. Bir kızın, eşime New Mexico’dan yazdiğ
İstanbul.md	Şahbaba (Murat Bardakçı)	p. 97	updated		1919 Kasım'ınn ilk haftasında İstanbul'daki Ingiliz Yüksek Komiserliği görevlile → 1919 Kasım'ınn ilk haftasında İstanbul'daki Ingiliz Yüksek Komiserliği görevlile
İstanbul.md	Bu Defa Niçin Harp Edeceğimi Biliyorum (İbrahim Sorguç)	p. 19	unmatched	0	İskenderiye'den İstanbul'a Panama isimli bir vapurla geldik. 12 Haziran 1920 tar
İstanbul.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 402	unmatched	0	Allah vere de on]ar Istanbul's giderken kandmp benber Neyee nklu:ne daha r,eLer 
İzmir.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	…Bey Ahmet Ferid Bey Hasan Bey Hasan Fehmi Bey Hamdullah Suphi B Hamdullah Suphi
İzmir.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 229	updated		Bir ve.k:iderkim bu *ananlarda guaüitil bu eski sarayua ugradjÉ" heyran. ve simi → Karşada ise her penceresinden kuvvetli elektrik ziyalan fiskran. Kremlin'in yeni
İzmir.md	Osmanlı Piyadesi 1914-1918 (David Nicolle)	p. 10	unmatched	0	6 Mayıs Osmanlılar İzmir Körfeıt'ndeki UzunAda'yı geri aldı. Mayıs-Haziran Osman
Şam.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 116	unmatched	0	Arabistan Ordusu (Şam) Müşir Zarifi Mustafa Pasa (Şubaı - Eylül 1 854) Müşir lsm
Şam.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 30	updated		Byle etrnfll ki yaxmakla teskili deg•il. hilliltås daho *iyade t9did eyliyorve y → Yazacağım ki, hie olmazsa cicim okudukça yalnız kendisinin değil sevmek, fakat d
Şam.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 394	unmatched	0	Babadaélhda b r kvlagundnn hayvanlar'i nerken da ondan yaya Biitiin Biin müsadem
Şam.md	Avrupa'da Müslümanlar (Lucette Valensi)	p. 101	unmatched	0	… : ,. ,ın ülkelere kaçmışlar, umudu kalmayaıı anne-babalar çocuklarını , -::mış
Battle of Çeşme (1770).md	Değişen İstanbul (Zeynep Çelik)	p. 207	unmatched	0	Wilhelm) Çeşmesi'nin açılış töreni. danı'nda 1 899'da yapılan ve özellikle sütun
Battle of Çeşme (1770).md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 163	unmatched	0	Mehrned (Fatih Sultan Mehmed) Cami Kapalıçarşı Kaşgar Yeni Cami Gotik Biuns Roma
Battle of Çeşme (1770).md	Hobart Paşa'nın Anıları (Augustus C. Hobart-Hampden)	p. 238	unmatched	0	Rusların Çeşme botu tarafından atılan bir torpido, demirli bulunan Avnillah'ın k
Battle of Çeşme (1770).md	Osmanlı İmparatorluğu Tarihi (Robert Mantran)	p. 839	updated		Ahmet Çeşmesi en başarılı olanıdır içlerinde; 1731 'de yapılan Tophane Çeşmesi i → Ahmet Çeşmesi en başarılı olanıdır içlerinde; 1731 'de yapılan Tophane Çeşmesi i
Prut Campaign (1711).md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 101	updated		The Morning Advertiser gazetesi 6 Temmuz 1853'te şunları yazmıştı: "Tek bir Rus  → The Morning Advertiser gazetesi 6 Temmuz 1853'te şunları yazmıştı: "Tek bir Rus 
Treaty of Küçük Kaynarca (1774).md	Birinci Dünya Savaşı'nda Türkiye (Ahmet Emin Yalman)	p. 43	unmatched	81	HAYATTA KALMA MÜCADELESi 27 Batı'daki Değişime İlgi 1 774 yılında Küçük Kaynarca
Peter the Great.md	Osmanlı İmparatorluğu Tarihi (Robert Mantran)	p. 308	updated		Bununla beraber, o sıralarda başlarında çar olarak Büyük Petro'nun bulunduğu Rus → Bununla beraber, o sıralarda başlarında çar olarak Büyük Petro'nun bulunduğu Rus
Selim III.md	Osmanlı Arap Coğrafyası ve Avrupa Emperyalizmi (Ali Akyıldız)	p. 16	unmatched	83	1 Osmanl ı Arap Coğrafyası nda Uluslararası Rekabet Osmanlı devleti, Yavuz Sulta
Voltaire.md	Çariçe Katerina (Robert K. Massie)	p. 393	updated		Bunlardan üzerinde en büyük etki yaratan yazar, kendine Voltaire adını vermiş ol → Bunlardan üzerinde en büyük etki yaratan yazar, kendine Voltaire adını vermiş ol
Kırım.md	Enver (Murat Bardakçı)	p. 714	unmatched	0	Resim büyük ihtimalle Kırım taraflarında çekilmiş olmalıdır ve Enver'in yanındak
Kırım.md	Tarih Boyunca Türk Atasözleri (Aydın Oy)	p. 21	unmatched	0	Bu adları bir listeyle verelim : Xohoono T akmak Ülgercomak Takpak Söspek Makal 
Kırım.md	Kızıltoprak Anıları (Nezih H. Neyzi)	p. 457	unmatched	85	3. ŞairLeyla Hanım ailesi Kırımlı Tatar Küçük Abdurrahman Ağa ?1 n1-?1 021 Nefis
Kırım.md	Avrupa'da Müslümanlar (Lucette Valensi)	p. 238	updated		siirdürdüklerini söylemeliyiz: Baltık Tatarları gibi henüz yeterince incelenmemi → siirdürdüklerini söylemeliyiz: Baltık Tatarları gibi henüz yeterince incelenmemi
Kırım.md	Sultanın Paşaları (Olivier Bouquet)	p. 146	updated		Kırım ve Balkan Savaşları sırasında cepheye gitmiş ve nişanlarla, unv�nlarla ger → Kırım ve Balkan Savaşları sırasında cepheye gitmiş ve nişanlarla, unv�nlarla ger
St. Petersburg.md	The Armenian File (Kâmuran Gürün)	p. 196	updated		The German chargé d’affaires in St Petersburg stated in his report dated 15 Sept → The German chargé d’affaires in St Petersburg stated in his report dated 15 Sept
St. Petersburg.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 50	unmatched	0	19 Petersburg, 1337 Rühum. NuciyeeiCtm, Aym on yc•disinde. geee yonstnda, RcvulH
St. Petersburg.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 225	unmatched	0	Petersburg da imanu t.lfa*yei oradan da gidecekmi*. tahsil pek dü4iå.a. •atersbv
St. Petersburg.md	İttihad ve Terakki Yargılamaları III (Erol Şadi Erdinç)	p. 208	unmatched	85	1 94 ANKARA iSTİKLAL MAHKEMESi VE SiYASİ YARGILAMA - Orada Petersburg, yani Leni
St. Petersburg.md	Bu Defa Niçin Harp Edeceğimi Biliyorum (İbrahim Sorguç)	p. 138	updated		Milli Telgraf Ajansı'nın 10 Mart 1918 tarihli duyurusu, o günlerin dünya meselel → Milli Telgraf Ajansı'nın 10 Mart 1918 tarihli duyurusu, o günlerin dünya meselel
St. Petersburg.md	Trablusgarp Savaşı ve Türk-İtalyan İlişkileri (Timothy W. Childs)	p. 79	updated		" italya'nm Sen Petersburg Büyükelçisi Melegari, cevaben, Rusya'nm da diger devl → İtalya’nın Sen Petersburg Büyükelçisi Melegarı, cevaben, Rusya’nın da diğer devl
Eastern Question.md	Cemal Paşa Hatıralar (Cemal Paşa)	p. 272	updated		Hususiyle üçlü ittifak Devletlerinin galebesi tahakkuk eder ve Rustarla itilaf D → Hususiyle üçlü ittifak Devletlerinin galebesi tahakkuk eder ve Rustarla itilaf D
Eastern Question.md	Bir Amerikan Diplomatının İstanbul Anıları (Samuel S. Cox)	p. 663	updated		“Bir yılan kalbi, çiçeklenen bir yüzle, bir güzellik mağarasındaki ejderha, güze → Bir yılan kalbi, çiçeklenen bir yüzle, bir güzellik mağarasındaki ejderha, güzel
The Sick Man of Europe.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 82	updated		"Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayı → Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayın
The Sick Man of Europe.md	Balkan Harbi'nde Ulaştırma (Bülent Durgun)	p. 14	updated		tamamen tabiiyesi için mücadeleler 19. ve 20. yüzyıllarda giderek etkisini attır → tamamen tabiiyesi için mücadeleler 19. ve 20. yüzyıllarda giderek etkisini attır
Battle of Navarino (1827).md	Osmanlı İmparatorluğu Tarihi (Robert Mantran)	p. 550	updated		Bir Fransız-İngiliz donanması müdahale eder; Navarin limanında, Mısır donanmasıy → Bir Fransız-İngiliz donanması müdahale eder; Navarin limanında, Mısır donanmasıy
Crimean War (1853-1856).md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 14	updated		Daha sonra 1ttihad¢ar'm arasmda girdi, Avrupa'dan gelen gazeteleri ahp dagitmak  → kapısına idare aleyhinde bir kağıt yapıtırmaya cesaret e n ne görevini üstlendi,
Crimean War (1853-1856).md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 130	updated		Örne¤in, Sinop liman› bu ça¤da, biraz da co¤rafî yap›s› nedeniyle vilâyetin merk → Örneğin, Sinop limanı bu çağda, biraz da coğrafî yapısı nedeniyle vilâyetin merk
Crimean War (1853-1856).md	Sultanın Paşaları (Olivier Bouquet)	p. 233	updated		Fakat genel kural, nişanın olağanüstü koşulların getirisi olmasıdır: Kırım Harbi → Fakat genel kural, nişanın olağanüstü koşulların getirisi olmasıdır: Kırım Harbi
Egyptian Question (1831-1841).md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 82	updated		"Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayı → Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayın
Tanzimat.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 343	updated		Meclis-i Vala'nın mazbatası valinin askere alma işini o havalinin "Tanzimat-ı Ha → Meclis-i Vala'nın mazbatası valinin askere alma işini o havalinin "Tanzimat-ı Ha
Tanzimat.md	Şahbaba (Murat Bardakçı)	p. 390	updated		Hazine-i Hassa → hazine-i hassa
Tanzimat.md	Balkan Harbi'nde Ulaştırma (Bülent Durgun)	p. 37	updated		için Düyun-ı Umumiye idaresine bırakan, Balkan Harbi'nde ordunun finansmanı için → için Düyun-ı Umumiye idaresine bırakan, Balkan Harbi'nde ordunun finansmanı için
Tanzimat.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 129	updated		Sariklllann giydikleri bir G#it kavuk (Tanzimattan önce)l. olmaylp yerine ve zam → Sarıklıların giydikleri bir çeşit kavuk (Tanzimattan önce)'. Şeriat ve kanunca o
Tanzimat.md	İstanbul'da Ramazan (François Georgeon)	p. 76	updated		"Tanzimat'ın babası" addedilen, reformları uygulamaya koyan Sadrazam Mustafa Reş → Tanzimat'ın babası" addedilen, reformları uygulamaya koyan Sadrazam Mustafa Reşi
Young Ottomans.md	Sultanın Paşaları (Olivier Bouquet)	p. 146	updated		2- Genç Osmanlı memuru özel bir olay -genelde bir savaş- vesilesiyle devletin yü → 2- Genç Osmanlı memuru özel bir olay -genelde bir savaş- vesilesiyle devletin yü
Abdülaziz.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 304	unmatched	0	1867 y›l›nda Gizli Bulgar Komitesi Sultan Abdülaziz’e 21 maddelik bir anayasa ta
Abdülaziz.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 304	unmatched	0	1867 y›l›nda Gizli Bulgar Komitesi Sultan Abdülaziz’e 21 maddelik bir anayasa ta
Abdülaziz.md	Şahbaba (Murat Bardakçı)	p. 509	updated		…n Efendi hayatta ve kendisi Osmanli tahtlmn ancak yedinci vårisi olarak bulunma → Efendi hayatta ve kendisi Osman tahtının ancak yedinci vârisi olarak bulunmakta 
Abdülmecid I.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 240	updated		Eylül 1849’da sadece Vidin Kalesi’nde 6778 mülteci savaﬂç› vard›, bunlar›n 1200  → Eylül 1849’da sadece Vidin Kalesi’nde 6778 mülteci savaşçı vardı, bunların 1200 
Abdülmecid I.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 240	updated		Eylül 1849’da sadece Vidin Kalesi’nde 6778 mülteci savaﬂç› vard›, bunlar›n 1200  → Eylül 1849’da sadece Vidin Kalesi’nde 6778 mülteci savaşçı vardı, bunların 1200 
Fuad Paşa.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 116	updated		Bu SUmt.le daha iyi bir gidee•ktir, Yemekten yine ile mesgui Bey ve Nuffye mektu → Bey'e gittim. Sefir Fuad Paça ve Sabri Bey (Romanyal olup şimdi Tuapse'de şehben
Fuad Paşa.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 173	updated		Bilmem,. cicirn mvvifik Islåan ve bir Herkes aral*lsu•. ki ben hiqhirsey ve yeli → istediğim gençlik için yalnız söz değil fakat işle de nunúne olurum. Fakat şimdi
Fuad Paşa.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 212	updated		Hep eæmiyetin ma.ksadifn.il, fikrim rae oldugvnu anlattun„ Zira, Fuad Pasa ana b → Hep cemiyetin maksadhfnul, benim fikrim ne olduğunu anlattım. Zira, Fuad Paça on
Fuad Paşa.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 257	updated		Sabri ile Fuad Pasahun yaveri 'Iheapse*der, motcrla gelmi9er, Buggin Trabzon•a E → Sabri ile Fuad Paça'nun yaveri Tuapse'den motorla gelmişler. Bugün Trabzon'a gid
Fuad Paşa.md	Tarih Boyunca Türk Atasözleri (Aydın Oy)	p. 79	unmatched	0	XVII. yüzyıl: sabit N abi Nev'izade Atai Edirneli Hıfzı Salburcuoğlu Karacaoğlan
Helmuth von Moltke.md	Birinci Dünya Savaşı'nda Türkiye (Ahmet Emin Yalman)	p. 380	updated		Moltke, Hellmuth Count von, Briefe über Zustaende und Begebenheiten in der Türke → Moltke, Hellmuth Count von, Briefe über Zustaende und Begebenheiten in der Türke
Kavalalı Mehmed Ali Paşa.md	Şahbaba (Murat Bardakçı)	p. 26	unmatched	0	Dünürü Mehmed Ali Pasa'ya "Hain kerata", öteki damadlanna da "Bunlarm cümlesi na
Klemens von Metternich.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 238	updated		Avusturya baﬂvekili Prens Metternich bu y›llarda ‹ngiltere hariciyesine ﬂu notay → Avusturya başvekili Prens Metternich bu yıllarda Ingiltere hariciyesine şu notay
Klemens von Metternich.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 238	updated		Avusturya baﬂvekili Prens Metternich bu y›llarda ‹ngiltere hariciyesine ﬂu notay → Avusturya başvekili Prens Metternich bu yıllarda Ingiltere hariciyesine şu notay
Klemens von Metternich.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 82	updated		Metternich kendi ifadesine göre bu konuyu konuşmaktan kaçınmıştı. 60 1844 yılınd → Metternich kendi ifadesine göre bu konuyu konuşmaktan kaçınmıştı. 60 1844 yılınd
Klemens von Metternich.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 82	updated		"Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayı → Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayın
Mahmud II.md	Şahbaba (Murat Bardakçı)	p. 12	unmatched	69	MIBIdda Bürgünde öldü; kemikleri 1977 Mart'lnda Istanbul'a, Sultan Mahmud Türbes
Mahmud Nedim Paşa.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 164	unmatched	0	…l Ordusu =:�im Sanjialiu Sakarya �±•� �$11 Aishijise Duolüliu Eskişehir Karacah
Mustafa Reşid Paşa.md	İstanbul'da Ramazan (François Georgeon)	p. 76	updated		"Tanzimat'ın babası" addedilen, reformları uygulamaya koyan Sadrazam Mustafa Reş → Tanzimat'ın babası" addedilen, reformları uygulamaya koyan Sadrazam Mustafa Reşi
Mustafa Reşid Paşa.md	Avrupa ve Biz (İlber Ortaylı)	p. 255	unmatched	0	Atatürk Mustafa Rasih Paşa 21 Mustafa Reşid Paşa 33 Mustafa Sami Efendi 25, 131 
Mustafa Reşid Paşa.md	İstanbul'da Ramazan (François Georgeon)	p. 76	updated		"Tanzimat'ın babası" addedilen, reformları uygulamaya koyan Sadrazam Mustafa Reş → Tanzimat'ın babası" addedilen, reformları uygulamaya koyan Sadrazam Mustafa Reşi
Mustafa Reşid Paşa.md	İstanbul'da Ramazan (François Georgeon)	p. 103	updated		Büyük reformlar yapan, "Tanzimat'ın babası" sayılan Sadrazam Mustafa Reşid Paşa  → Büyük reformlar yapan, "Tanzimat'ın babası" sayılan Sadrazam Mustafa Reşid Paşa 
Mustafa Reşid Paşa.md	İstanbul'da Ramazan (François Georgeon)	p. 263	updated		28 Namık Kemal 1867 Ramazan'ını betimlediği uzun mektubunda, Ramazan günlerine ö → 28 Namık Kemal 1867 Ramazan'ını betimlediği uzun mektubunda, Ramazan günlerine ö
Napoleon Bonaparte.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 182	updated		Art,k Napolyon gibi hayetta maddi heves ed«ek bir k.ajmaz, Jnsan alaruk sana mal → Napolyon gibi hayatta maddi olarak heves edecek bir şey kalmaz. Insan olarak san
Napoleon Bonaparte.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 183	updated		FYkrin 'Gin de hl*ibin-fikr gelif, O halk ve „„,213 sattriun yaztvken pencercqn  → kargsanda büyük Çar sarayının önünde ellerinde kurmuza bayraklar, bir sürü halk 
Nicholas I of Russia.md	Kırım Savaşı ve Osmanlılar (Candan Badem)	p. 82	updated		"Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayı → Avrupa'nın Hasta Adamı" Çar Nikolay "Türkiye"yi ilk defa 1833 yılının Eylül ayın
Ziya Paşa.md	100. Yılında Jön Türk Devrimi (Sina Akşin)	p. 322	unmatched	0	Abraham Cafcafyan Mehmed Ziya Paşa Ahmed Vefik Orman&Maadin Umum Müd.'de Sicil K
Ziya Paşa.md	Tarih Boyunca Türk Atasözleri (Aydın Oy)	p. 79	unmatched	0	XVII. yüzyıl: sabit N abi Nev'izade Atai Edirneli Hıfzı Salburcuoğlu Karacaoğlan
Ziya Paşa.md	Tarih Boyunca Türk Atasözleri (Aydın Oy)	p. 383	updated		"Edirne Halkevi yayınları I" (Eserde 7693 atasözü ve deyim yer almaktadır.) 142  → Edirne Halkevi yayınları I" (Eserde 7693 atasözü ve deyim yer almaktadır.) 142 -
Âli Paşa.md	Osmanlı Arap Coğrafyası ve Avrupa Emperyalizmi (Ali Akyıldız)	p. 381	updated		kiifil bulunan vaziyet-i ahdiyyesi dahi -zahiren tağyire uğramamakla beraber hak → kiifil bulunan vaziyet-i ahdiyyesi dahi -zahiren tağyire uğramamakla beraber hak
Ömer Paşa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 249	unmatched	0	…n Arif Bey Refik Sevket Bey Yusuf Kemal Bey Refet Bey Mehmet Ata Bey Mehmet Ata
